1000 2510
0 148
54 415 566
459 825 3994
434 551 8743
737 687 9757
912 33 3809
569 782 93
637 251 439
115 644 5214
895 200 1129
333 611 4296
284 719 5292
664 140 545
896 847 4097
855 489 3262
826 85 4704
289 716 7836
491 337 6714
78 998 515
294 413 222
666 929 4367
554 299 5995
944 306 1883
69 389 9300
145 810 8985
43 95 4530
921 194 4138
913 50 -1651
500 894 -5404
595 112 3688
140 245 958
697 837 8364
546 961 -1012
617 32 6035
922 104 2066
862 629 136
643 725 1889
135 311 3853
818 59 8345
842 438 4084
46 669 2082
580 715 8108
675 641 7180
794 819 5032
855 971 419
963 956 9798
518 57 6476
868 518 9566
955 945 5633
998 44 120
148 776 3333
160 808 8342
149 574 2180
223 761 2968
59 168 9884
234 818 -5727
856 22 -6717
392 374 5274
450 443 4245
404 66 2797
464 446 5065
139 546 992
662 530 7942
134 367 499
443 997 -5378
761 756 2682
830 995 9013
941 987 2167
649 666 4977
752 212 6348
418 91 1990
947 675 8802
138 508 6226
398 18 820
58 583 8384
287 275 6204
470 722 8494
618 498 6578
620 112 8809
522 577 1373
967 732 9667
405 98 8800
619 398 3457
220 144 94
329 193 6575
164 247 4522
652 313 3121
209 675 4060
139 921 8853
678 380 3440
937 769 2856
355 909 8278
465 106 7562
370 502 4388
893 447 4744
802 381 5433
70 75 -5339
595 45 5796
969 911 3280
267 541 9218
933 736 4878
429 747 4669
570 37 5365
20 285 7627
228 727 8706
120 490 4913
716 667 4479
70 504 2294
221 201 8210
235 718 1002
258 198 1038
663 309 3033
26 889 85
102 987 6070
620 255 1193
863 79 7782
977 482 8926
67 460 3329
950 431 4594
740 567 2057
987 602 -6149
357 117 6141
365 127 4430
634 973 4244
693 937 1595
247 40 4983
396 540 4257
326 638 4095
425 853 3754
19 538 6016
969 441 2160
515 687 6984
806 984 8276
762 659 2250
992 761 7991
964 295 9209
498 784 3255
263 18 1426
826 987 229
645 168 9792
631 906 3373
118 474 2647
127 844 9596
382 495 5994
22 576 8157
193 131 6761
594 243 7157
781 440 6913
335 709 -3788
294 498 2458
781 988 7850
775 381 651
569 428 5359
980 891 8060
350 316 2326
266 441 5292
613 237 3413
176 897 5814
103 633 2398
77 175 7671
982 604 6390
575 13 1496
946 481 9667
675 432 3115
838 611 7103
352 877 -3369
684 25 5474
733 350 9620
6 874 6759
341 717 3742
966 577 2213
559 857 6166
541 825 7529
203 242 9508
388 444 -3159
498 252 5147
24 124 633
238 33 6441
670 582 3228
879 566 9762
210 101 2297
56 100 7550
518 946 6559
231 726 -223
42 934 8122
531 48 1436
363 401 6937
882 518 3839
482 218 9380
56 907 8743
849 12 5013
331 284 1303
27 6 1320
237 249 2794
309 713 5046
16 421 9108
661 359 5789
102 171 8811
625 289 556
976 792 3623
249 217 8749
432 891 9002
53 157 6615
558 665 2205
980 855 1580
326 829 9294
741 7 4486
945 695 2858
443 76 639
708 471 8160
891 640 7643
718 992 7856
677 242 2301
361 49 -1175
640 612 3318
125 968 2609
592 911 1144
882 342 1487
156 28 5393
662 179 1814
460 999 -914
348 473 7260
949 457 6547
961 964 7334
573 836 9315
616 331 5813
346 564 3333
725 460 422
778 570 8190
345 813 9994
814 238 1762
349 551 4372
455 28 5466
866 70 8301
39 173 4466
600 305 898
222 487 5932
744 251 6851
161 976 6143
516 549 6295
717 440 9038
467 111 4410
681 823 5702
490 918 756
642 389 3037
824 445 3246
11 431 7172
715 87 9837
194 812 7953
698 402 5016
473 169 5805
396 229 9234
797 362 9901
822 52 2560
84 747 935
927 390 3162
527 918 7629
962 509 8684
752 44 5573
582 262 4802
375 195 6749
439 688 5664
493 517 8877
868 207 7459
527 447 2088
447 575 3604
32 813 4933
685 29 9238
23 121 6630
95 334 3348
653 341 8049
850 623 7485
371 491 6703
63 856 3243
738 353 5621
121 710 6866
416 951 -4242
578 761 5389
15 580 4291
98 448 9092
810 11 3545
424 540 4496
84 804 9523
796 139 -5628
372 905 6199
756 102 9654
114 138 5524
992 634 257
920 683 7146
786 399 6662
469 870 6878
469 617 4761
218 336 5636
410 72 8761
709 101 1418
549 229 5080
921 327 4036
877 359 72
147 834 7737
575 22 1505
192 908 2189
757 826 2487
967 944 4352
989 369 1475
319 618 1435
428 287 9913
805 231 9537
137 941 5785
819 24 8599
901 915 1132
759 117 9104
915 78 674
536 539 5853
787 751 2269
250 519 9217
22 247 4310
130 73 618
12 195 1245
165 941 2858
154 839 2014
456 349 9903
561 448 -893
577 322 1160
934 701 3505
163 610 9570
297 595 4053
223 713 9971
925 709 8462
831 438 4699
369 947 5411
685 160 2022
168 610 6467
366 908 5017
117 647 3162
972 366 2544
941 773 4203
86 521 -3456
322 868 214
846 767 -5683
776 934 8951
37 818 -1557
714 235 4431
253 826 7733
136 392 -448
449 950 9411
958 491 1416
919 465 2400
803 242 1419
782 366 3323
280 849 9365
142 946 105
424 701 9116
693 847 8907
828 175 7809
113 874 8589
124 306 9783
339 710 9973
511 710 6903
268 992 2378
527 669 2487
484 61 3876
966 301 8426
971 144 -5769
479 316 4646
251 295 8194
748 302 6206
760 870 9799
800 900 5116
66 208 652
241 304 9170
282 912 9638
812 698 1556
67 499 -960
170 295 1051
552 569 5777
212 861 126
138 837 5356
275 572 946
641 184 3622
640 617 1878
312 676 1746
352 588 2993
350 259 7915
431 34 5969
501 916 695
867 486 6597
100 301 3998
187 991 153
438 651 9975
459 311 6195
880 424 -5223
602 747 -6290
814 10 437
739 149 1741
713 634 8255
525 753 6852
62 543 3865
304 345 3326
800 25 2407
853 531 3786
0 977 1603
507 169 1527
803 434 5918
991 762 3658
83 550 9905
222 879 2815
576 69 3946
340 374 -5449
565 819 1918
72 696 9818
743 37 14
539 401 1677
15 242 335
387 906 -3473
928 608 760
837 453 5078
319 588 9277
563 223 4170
543 11 -406
499 87 9545
654 229 5148
48 828 5365
273 799 3171
853 830 4155
718 188 3219
800 847 179
717 215 1874
40 464 7643
586 238 7657
557 70 4029
85 28 8580
33 210 6635
273 726 7980
942 358 7641
299 453 -6932
396 507 2145
305 703 3067
12 862 2163
960 165 8538
707 114 3041
566 930 296
860 868 266
728 144 1334
820 334 1259
828 578 9800
723 639 1047
557 602 138
980 838 3739
933 714 -3221
288 271 885
638 249 6469
42 190 2000
330 315 8496
161 533 7718
448 725 2598
196 825 3370
467 650 3832
452 505 4105
232 912 3481
665 28 9883
804 320 832
508 671 2575
303 920 6445
206 43 4827
99 741 4272
632 300 7686
544 573 5662
140 183 6015
336 521 6763
634 885 6481
264 986 306
445 264 -6588
104 755 8644
180 832 7748
21 808 6721
152 561 7418
859 285 -1412
263 77 2698
78 890 2889
638 839 5532
308 519 869
433 398 8804
544 278 988
19 14 5832
463 921 7577
928 979 2720
861 143 -5258
358 629 1048
856 92 4585
488 401 6978
669 143 7897
367 885 43
381 685 7592
382 772 9555
977 105 6264
788 621 9647
609 994 3083
123 748 6472
318 261 2877
334 460 1912
13 466 5808
705 363 1264
279 462 2227
397 441 8321
425 389 6113
359 515 108
28 353 2085
482 786 2755
700 500 9672
711 831 -2576
982 356 7146
311 31 6563
468 433 4339
486 798 5961
471 678 7110
150 604 4777
578 406 7217
907 782 6437
938 298 9854
563 594 403
315 244 8639
730 374 2724
975 722 3125
317 928 238
89 665 6862
766 634 9496
926 347 7597
58 814 4600
230 386 6948
198 447 3251
886 195 7850
621 509 3696
564 201 2652
519 616 1327
235 219 5413
813 704 811
727 695 5144
172 467 5033
745 215 8287
269 212 5543
723 548 2178
735 904 -1141
754 263 7068
931 28 1839
835 655 9611
336 698 9312
900 604 2715
957 960 7118
466 243 161
8 350 7787
286 831 5140
773 925 1004
695 292 3696
476 174 9848
898 48 -4446
794 217 5378
264 878 6617
819 453 9927
311 515 8132
116 595 4875
739 776 5345
364 732 8161
569 715 -494
491 369 5835
757 650 4975
742 715 5573
965 559 4103
80 468 9547
256 54 4277
861 953 -3308
587 528 6455
974 691 5691
453 387 3250
384 761 285
357 270 5901
259 579 6888
804 233 8806
529 365 3995
691 982 4816
454 891 6211
651 597 2683
887 961 26
628 821 1639
92 575 991
406 648 4028
821 832 1907
817 252 9225
436 907 3054
27 132 6543
158 788 8296
782 387 8333
604 648 4248
41 995 3184
494 985 5056
911 98 4184
316 555 6353
285 47 1265
300 490 8317
737 372 6138
511 794 406
165 201 2808
327 435 7407
997 684 9285
258 626 6144
629 490 8247
929 814 -1647
483 535 2870
981 242 1942
233 437 99
31 863 9414
919 762 -4332
131 61 3960
252 155 3579
612 42 7589
633 603 -2213
492 111 3097
106 69 383
5 879 7243
194 632 6339
394 497 1162
845 861 8706
402 120 3415
371 239 9566
964 127 1639
522 86 804
44 669 3057
233 118 7404
187 615 4758
707 202 406
787 606 7413
780 251 2172
360 755 2405
442 629 9947
103 265 2609
545 234 6268
859 986 5992
564 295 6375
930 102 3941
264 994 4978
687 224 3641
517 133 707
847 88 1175
601 84 3666
390 626 6928
874 678 5063
372 597 2722
397 712 7537
755 758 5567
924 767 8879
140 247 6895
983 595 8474
458 182 3177
784 947 1258
721 678 7578
155 577 -1505
134 54 7745
646 179 9445
400 280 6756
776 431 1669
81 661 5154
547 440 6772
765 893 6982
506 283 6552
815 734 6028
145 878 7917
576 856 3201
525 617 5064
248 240 3815
408 233 513
607 957 583
560 492 1703
454 215 8308
758 477 6408
889 666 9007
790 963 9122
761 406 7778
932 930 3836
612 548 6655
444 259 590
627 577 6174
47 140 2240
339 203 5560
349 887 2734
928 875 9703
647 690 6429
823 312 8665
105 291 3086
53 700 5854
348 277 5989
770 565 5601
276 476 8971
714 935 414
260 182 -3505
712 625 6551
684 89 775
462 380 4966
243 903 7207
373 483 7229
865 959 1781
959 450 7420
670 48 6130
117 154 4824
21 388 2202
871 481 5793
887 861 1854
157 415 6632
196 108 1708
92 994 8148
60 74 647
583 432 2437
169 943 4944
678 489 7465
414 861 1906
951 292 6825
429 216 295
256 657 -2751
422 713 1816
500 172 6564
970 388 -1527
955 183 5332
893 711 8115
157 247 5506
936 287 -3024
894 334 5282
343 62 -2905
873 213 3398
2 949 1060
669 577 903
335 863 -4643
697 755 8631
477 613 -5095
545 457 3765
153 968 8025
446 317 4485
607 560 9684
493 993 3539
690 948 7162
464 212 -1028
902 186 4262
586 80 3666
318 715 661
87 274 8219
207 626 2642
703 627 9077
640 602 3193
423 776 6806
837 327 6075
562 422 6630
914 660 7665
314 799 5046
598 551 4068
455 414 5270
771 47 3731
310 957 1195
141 69 8795
149 459 9825
247 696 1377
251 744 6359
83 726 132
844 463 6508
952 910 6371
711 416 1238
654 940 5453
878 448 9
506 375 8951
914 961 3195
16 420 7834
622 862 6628
236 769 1122
641 938 8500
115 30 2945
296 846 9601
269 606 7381
405 257 5171
323 271 3017
656 965 2285
647 40 3348
34 538 2789
25 514 1301
163 106 2385
114 693 7169
899 127 2354
720 249 6678
610 382 3406
91 474 1657
453 82 8810
944 34 48
839 459 9267
229 323 971
142 647 2925
133 123 1628
627 959 2245
540 894 -6381
359 116 2935
270 861 2698
883 558 1700
863 668 3255
394 837 3542
190 149 4613
722 663 92
356 428 1835
509 586 5069
413 63 1074
615 361 8992
54 2 3740
630 346 5053
991 898 7068
946 763 2783
803 765 355
723 609 676
63 749 4817
313 37 1580
824 120 7021
614 523 1737
627 548 8941
353 436 8941
32 673 9146
844 551 5144
88 872 6734
836 669 2392
495 542 4252
725 822 6982
205 278 3380
700 208 8936
351 935 -2325
506 693 3110
971 434 8630
850 37 -6445
434 466 6915
320 106 1452
361 552 788
385 787 5818
8 218 4331
153 206 2324
581 398 5403
918 19 7826
98 499 7724
180 97 1433
189 825 4649
687 257 6691
245 490 3760
772 364 3212
749 829 739
655 863 3179
35 767 1120
96 423 1183
342 228 5423
712 91 2722
909 367 7197
440 577 1666
774 963 3851
753 380 7700
882 308 9534
424 452 1573
233 259 -1076
888 786 858
185 845 3139
205 570 2661
823 392 8145
277 199 1874
940 759 4845
755 737 5060
487 830 7950
289 362 1887
546 616 4679
127 669 5389
849 446 3549
986 895 -4364
39 593 957
110 161 4043
532 749 169
484 214 7899
642 702 7987
795 520 8625
237 128 7855
209 322 9054
458 725 -3390
11 906 4858
36 496 6492
560 686 -1546
717 698 2464
195 323 7576
704 669 5254
228 165 2759
231 569 2420
782 172 4661
199 767 6697
359 439 5509
413 691 8262
521 400 6912
957 21 625
217 197 8872
476 40 3834
611 664 5553
990 855 3415
764 373 6361
781 17 1238
101 936 3658
409 780 8687
109 570 -5303
306 215 4644
480 113 8675
278 430 5587
216 733 3850
662 985 -4480
46 853 4253
136 761 9661
147 79 2667
635 439 7197
746 749 8219
599 274 7408
365 82 131
293 726 500
904 784 9282
865 201 9236
463 471 331
517 319 9049
839 827 1190
390 494 7758
593 496 1775
510 387 1525
295 486 8552
307 816 8680
133 389 7446
846 781 2106
182 342 5644
211 744 8028
100 530 5238
989 77 8080
582 574 7685
499 615 3847
179 955 6041
376 704 7584
154 962 1947
487 103 8803
62 615 910
219 414 6729
875 816 7714
807 511 1327
268 767 6602
328 952 3690
7 750 7212
418 823 -4019
306 137 6255
533 530 9644
894 571 7689
461 325 8381
923 38 5671
561 408 9769
109 381 9798
590 42 9920
848 989 4857
452 992 4422
768 782 9695
903 740 8798
296 829 3674
203 394 275
451 152 9144
148 502 8524
995 498 8366
848 354 9256
810 19 1341
526 390 1658
33 302 8993
383 638 2282
40 277 1314
820 803 2344
675 986 6404
815 832 9830
260 505 231
166 976 1003
320 242 10
623 107 8387
900 717 2431
970 480 9369
909 888 7809
743 391 8252
879 63 5515
973 64 6502
734 868 5784
277 223 7817
668 99 7796
884 721 7562
429 362 2580
565 249 2520
939 450 4258
336 400 6025
162 622 9592
987 803 9578
943 594 7283
817 59 332
119 497 9409
52 386 9948
344 172 -1649
377 131 -6742
385 535 131
788 363 9960
671 42 448
726 931 8442
380 503 8539
727 53 951
217 464 7781
172 959 8410
266 744 8279
810 875 7154
17 221 6935
768 630 6069
302 329 9415
307 600 7326
584 521 2307
45 246 8917
775 344 2977
701 571 402
30 356 -880
7 184 9610
121 927 3300
582 407 7991
408 802 8267
314 110 1217
619 917 3051
399 808 5213
737 482 5190
226 42 -3093
769 204 9506
609 850 4507
661 463 8678
485 973 952
462 127 3313
17 953 5532
656 735 2935
721 116 1628
625 338 -1750
81 57 3838
637 45 4925
283 796 -2915
272 714 3407
976 507 1842
439 360 902
746 720 -6975
988 277 6357
389 516 -5106
984 911 2803
171 105 8507
696 12 6747
747 947 5056
412 767 7741
744 279 3047
535 302 2316
771 954 8363
414 890 411
955 801 6702
930 241 8985
600 92 1781
538 940 429
34 424 8535
343 845 8875
799 252 -6426
909 832 -3101
644 275 82
36 687 846
566 821 5432
268 221 9109
384 772 2493
927 411 1482
57 275 -1034
902 553 8366
186 883 3611
227 891 3447
577 443 -6242
790 847 9467
192 202 8631
774 581 5865
539 427 3747
661 154 7851
508 558 731
524 394 8429
432 176 6351
376 324 3716
956 188 4367
510 875 7903
658 377 5942
671 690 4385
857 218 1485
779 224 7870
202 80 9465
954 341 -4542
173 943 1312
880 301 6851
923 866 1998
207 790 2525
75 783 4353
131 536 2464
116 498 8855
229 847 1021
225 600 6185
183 972 2706
259 180 8588
50 670 2190
276 859 8553
35 89 5665
622 634 3331
963 202 1069
758 311 8618
932 559 7951
488 824 1696
908 817 3307
917 118 4903
111 42 6117
915 140 2962
239 513 -2246
344 559 7351
215 193 6535
512 718 6511
587 236 7848
541 228 8790
812 264 6416
178 889 3196
475 305 1420
74 793 9693
255 666 8793
751 266 5859
925 54 1659
682 268 3799
28 625 4231
139 41 6675
96 147 31
869 622 2998
668 560 7073
253 559 5817
865 735 6994
411 834 3203
510 300 7519
168 981 8973
745 778 5649
536 767 9516
325 48 7573
84 492 3620
101 283 9812
206 499 1823
861 178 9171
857 418 7776
215 382 4685
173 128 376
659 782 4936
451 350 7098
374 622 7272
312 55 4533
574 132 6302
392 858 4799
921 406 8252
366 427 7680
209 70 5220
82 650 8088
872 136 5476
73 861 3607
905 237 6193
260 235 8602
360 424 6500
412 390 -151
604 278 9980
700 321 5286
529 121 2748
60 783 5691
649 260 7354
633 57 3986
60 826 5421
964 298 1339
852 184 1085
725 625 257
643 785 7990
709 181 7771
184 216 5376
610 411 4667
548 662 1490
522 3 7794
838 85 1160
920 637 7688
806 567 3301
761 107 2981
29 667 5040
364 649 6741
979 770 4460
426 341 3501
77 64 1929
904 354 9582
971 512 -4243
191 620 759
271 906 8476
214 392 7500
389 429 2711
441 683 4560
877 536 9875
878 954 9530
514 624 8212
339 591 892
343 6 4745
162 566 8553
507 772 6025
6 104 3188
238 151 6451
664 499 8015
184 616 7105
953 549 8684
380 54 8554
731 300 2678
867 725 4323
701 931 4956
846 538 109
177 383 772
228 569 4114
51 891 1402
92 346 7783
391 905 9278
308 148 324
834 477 7744
920 513 9830
353 961 5994
868 158 9910
974 621 4859
852 33 9822
10 536 3160
408 735 1771
716 661 3327
816 568 2358
8 515 7544
362 7 7032
347 797 9471
41 447 4305
841 549 5419
144 363 7136
972 591 8282
441 225 2068
169 278 1897
440 366 9488
906 463 -4687
959 297 6976
664 777 6250
407 973 798
603 664 7906
990 269 4881
87 565 1733
581 905 7962
400 192 315
310 970 2359
536 286 3839
619 511 4193
715 952 2488
18 902 7722
943 574 8878
130 87 468
741 232 8351
40 981 6711
125 149 969
355 260 8005
446 980 2394
93 797 8601
929 392 1011
270 894 2339
271 566 3599
658 829 8593
979 414 3082
37 689 7151
793 907 -4060
197 925 5164
617 674 4428
12 470 2398
523 383 9354
322 55 6258
697 878 8157
379 629 2204
29 693 9409
960 816 6269
689 959 332
645 58 4961
767 116 6720
967 16 7375
773 595 906
665 683 5054
138 479 5431
683 64 3174
353 729 5660
537 118 4533
908 609 9412
491 608 9449
553 881 2690
393 728 5160
394 808 5921
174 688 4869
132 227 9316
951 164 3914
274 552 1527
122 651 6000
30 320 9437
474 689 1904
789 411 5308
674 725 6167
143 923 1061
426 334 3807
895 208 8257
719 857 5032
298 53 2774
265 816 7261
122 869 9283
384 599 7537
297 469 -5155
823 802 4803
165 742 8718
296 591 9346
220 308 4105
534 305 8288
197 548 1011
651 172 6143
883 484 5041
667 954 735
699 496 1293
95 46 896
23 929 6879
29 126 1369
240 393 9544
121 763 6829
768 971 8074
47 250 899
282 403 9603
20 891 8841
487 927 4825
851 946 150
16 591 8086
181 936 7374
798 608 957
170 273 1932
150 473 -3787
1 63 8158
354 877 1455
196 29 6030
797 91 2143
931 245 5189
202 170 5104
242 838 5347
159 307 618
605 240 7397
480 325 6192
308 313 -3187
822 246 1928
288 537 6078
208 21 2282
994 240 533
162 845 9291
549 478 7854
630 322 3172
208 601 973
119 134 9573
58 25 8188
447 236 1966
532 958 5225
854 726 6372
653 8 6162
65 544 5206
483 939 6089
403 338 6432
937 714 9348
663 601 9259
913 587 1442
298 936 7836
422 902 8666
273 235 6104
214 825 8463
896 722 6147
688 769 300
571 76 7473
683 473 3389
254 886 6669
658 557 -3430
502 421 4211
646 521 119
446 145 8599
59 85 1521
945 93 2078
833 930 9380
249 571 9262
407 758 1354
732 359 -4282
504 730 6334
958 557 5155
507 121 8195
641 226 1581
816 585 5543
481 527 7335
969 601 6869
128 465 4806
7 937 9830
50 95 1260
777 684 4366
342 292 1386
35 648 6446
356 757 338
890 965 3986
401 952 740
466 165 6702
201 246 5238
721 284 4190
437 554 7122
521 600 3521
309 429 7673
178 317 -5247
61 687 9510
57 595 8053
523 131 207
513 695 730
524 72 8511
731 9 8278
23 545 721
543 627 3391
132 226 9501
244 1 6487
245 933 2928
986 248 2509
935 60 3264
691 851 8471
158 925 5062
801 126 4259
991 729 729
580 57 3100
836 120 7321
753 497 2708
279 942 870
271 802 2734
879 476 9380
505 726 1659
713 556 5289
191 210 5847
654 792 9446
548 31 1996
827 352 3364
747 668 5283
64 506 7014
869 361 1581
952 950 1297
588 747 8095
75 415 2910
188 31 3285
465 809 6829
736 716 6512
503 505 6909
71 709 3806
193 351 6146
478 544 5335
910 607 2010
161 405 1487
983 921 7612
623 182 717
399 433 559
377 910 8062
448 225 7008
201 70 7851
907 193 6351
924 490 6408
814 850 9278
843 291 9488
587 162 297
498 190 768
49 359 -887
151 359 8853
663 669 3621
419 752 1072
25 746 7997
551 128 5406
68 86 499
534 559 7140
238 531 1986
1 306 9966
266 837 9939
809 913 1747
275 433 763
184 305 3821
377 919 -10
318 24 2085
951 361 7659
989 8 1911
579 405 4132
113 631 1179
950 460 48
503 831 9334
579 39 3353
708 489 8665
829 481 688
716 752 3749
417 980 3029
571 787 208
222 267 -6333
38 716 7672
599 716 886
521 168 9305
547 134 9678
467 276 208
164 874 9676
280 712 -3914
216 387 222
877 218 -1104
874 256 4433
281 221 6348
501 408 6747
383 879 5700
842 91 478
917 183 4672
615 113 6636
557 704 6979
651 464 7175
199 964 8110
934 822 7063
935 662 8253
513 800 9263
699 116 3081
813 66 6718
357 277 8439
942 73 3065
355 627 3379
870 656 8533
551 189 8689
573 488 7603
558 959 -3348
147 157 1096
180 826 1313
751 844 5232
680 693 7126
30 283 3470
901 835 9170
486 679 5213
990 302 9887
204 976 1989
293 182 6908
398 514 5319
979 552 3877
262 772 6895
5 473 9103
583 226 3873
170 380 6662
457 29 2393
39 835 -1742
649 489 8721
864 158 791
331 300 6586
657 975 7053
332 280 7980
559 747 5110
783 507 315
37 44 8542
623 423 7777
420 585 2463
776 480 4984
172 820 7453
932 400 5221
230 333 2933
116 37 3363
255 55 9686
313 273 3857
310 413 3120
832 569 3132
554 43 3450
686 740 1828
624 501 1005
593 818 9440
766 56 -4692
537 109 9608
385 936 8303
826 795 632
9 242 5751
948 334 7729
642 731 5280
834 14 6044
501 731 3670
488 461 709
930 265 -3181
984 38 2535
883 404 2839
382 767 -981
212 944 8706
835 682 2298
307 146 8142
871 130 9325
315 253 8197
303 89 2872
460 36 6735
703 173 512
363 202 2890
528 298 8285
816 753 8333
609 397 468
813 252 8976
769 76 2740
76 898 9603
933 709 9682
167 817 8509
588 432 4406
653 375 5175
134 242 -1368
338 179 7595
744 924 138
897 952 4186
724 146 4899
285 55 2918
129 456 4012
88 80 -6846
423 82 1882
924 260 4450
547 637 3338
843 447 9958
538 917 381
636 547 7923
108 599 5908
706 828 -2656
403 190 304
49 168 -2963
695 534 389
624 299 3924
808 374 840
31 622 6494
657 77 3946
90 569 4247
694 125 4374
905 584 2649
840 10 9240
166 384 5733
304 196 8946
631 104 3309
337 624 2159
131 266 4737
786 541 -1459
497 194 6402
171 349 1121
191 758 9131
133 651 3314
699 250 9939
738 453 -62
179 451 5027
611 157 5502
456 656 9267
594 723 6605
530 417 2512
218 494 9558
652 0 -2721
554 803 1813
171 452 482
104 329 4479
735 38 -4423
676 21 7245
445 864 8730
80 133 275
94 202 4044
251 579 4408
635 275 2217
797 488 883
146 560 6049
611 643 6079
602 177 7374
553 637 7607
667 309 1098
629 439 2250
219 804 6642
894 876 9216
905 619 9578
591 655 5108
427 97 5451
912 660 881
783 439 2648
936 869 6453
3 180 8157
417 885 5229
300 877 3799
144 881 6833
610 117 9794
419 385 2812
472 326 2265
564 395 6032
52 659 946
726 826 5691
290 911 2156
604 456 -6210
295 531 9239
801 766 -1114
938 837 2611
441 583 8080
460 984 7525
337 377 6404
432 433 1384
593 656 6371
812 790 477
540 733 890
64 497 471
918 627 8795
124 361 3109
450 736 6330
323 99 6411
48 265 5835
168 423 -6452
789 230 9738
585 412 2361
478 738 7141
340 251 9177
174 590 8841
72 825 8046
244 684 1103
885 850 3137
714 169 1382
379 845 2761
454 863 7531
606 29 2867
657 728 5323
926 32 8442
974 456 3776
618 802 5723
21 802 7981
224 184 7998
83 676 495
962 657 9837
791 483 3304
993 821 2581
646 794 6916
728 319 5152
28 903 1381
682 123 2266
79 493 760
724 200 4459
473 936 9666
523 119 -413
334 178 8785
115 306 9259
380 119 4987
612 392 2607
283 144 2121
253 442 1883
698 604 3835
856 81 8364
786 970 9145
378 904 1200
401 183 -3335
732 724 8978
479 471 -1921
187 570 9821
240 891 9760
225 855 354
504 131 -1091
373 339 9917
447 697 6404
867 704 2335
166 54 6168
278 237 62
468 916 1905
292 254 -4251
363 10 8208
910 846 380
660 671 1790
635 141 1429
676 506 2772
399 752 369
910 500 5374
525 875 4982
362 19 3479
24 935 -5161
50 587 8707
291 306 6079
896 916 2745
978 768 8327
795 424 2828
324 233 642
298 706 -566
321 291 4479
311 647 -4979
246 86 531
45 944 5761
520 788 2506
220 708 2965
851 774 5324
2 905 4417
368 871 5981
570 627 781
272 834 299
146 316 6565
754 661 8758
824 556 9002
916 109 7947
330 550 8163
210 275 -4057
710 584 4851
509 664 9833
2 22 3894
596 451 3468
889 215 7656
137 185 2111
154 880 1991
57 211 5898
866 786 2358
174 0 1780
958 10 -2039
954 490 3073
183 430 2758
317 334 8415
946 849 2059
728 565 6736
702 520 9379
673 180 1423
345 489 5676
127 896 1837
805 294 9457
261 272 9563
720 50 1639
796 846 8293
320 514 6771
891 172 4293
342 760 151
885 844 5023
90 150 4051
590 553 -5428
480 322 2554
215 332 458
469 217 846
834 790 3563
46 73 -5265
733 528 8927
798 809 1967
847 73 951
820 713 5677
584 526 2022
430 895 9729
332 44 7699
876 198 1359
832 386 967
860 990 3233
802 884 668
128 665 3000
981 728 1002
892 321 6680
606 220 6685
709 919 7475
204 249 3296
77 346 8211
791 269 9804
792 783 2638
884 403 9818
79 851 1729
3 594 728
978 665 810
185 229 9475
818 547 -321
701 809 3278
568 802 7433
520 974 -6000
241 203 -2878
351 11 3341
112 393 7072
55 652 2191
648 216 4712
762 941 822
760 301 8378
