1000 2529
0 391
822 936 3750
388 304 8740
492 953 448
280 503 2640
198 515 7094
791 936 3980
835 799 8899
780 883 126
883 732 7254
594 216 9238
886 243 1047
978 253 -390
304 33 3215
64 749 7952
12 335 7024
590 43 4106
541 85 2930
997 120 9099
425 75 7187
230 113 8719
613 651 4491
269 307 4543
268 217 3579
899 535 7665
21 295 2735
210 954 8143
776 382 9365
204 911 8244
616 157 2422
912 627 5800
818 762 8881
764 256 5082
836 991 623
344 899 151
218 126 3785
887 317 9439
632 26 2740
796 370 9541
946 837 1282
372 867 6306
524 448 5813
399 86 4550
337 868 2490
540 197 3361
949 70 1681
894 237 6005
336 209 7186
902 266 6620
601 819 9995
727 79 3331
844 273 2345
543 70 -7083
44 687 2617
430 168 1727
896 207 8368
529 139 6024
96 123 6018
656 678 3115
288 322 7515
304 332 5280
368 296 4978
79 153 5106
571 93 2712
128 462 4489
63 819 6186
364 223 3712
659 327 9920
97 880 1816
881 852 3742
865 36 6527
12 244 4423
951 560 8396
80 285 4190
699 601 6214
279 147 6306
107 54 4537
898 492 1793
686 773 7711
596 145 4601
651 840 2105
29 826 6838
908 188 2296
835 255 2038
586 150 2565
329 362 4755
413 65 8866
900 478 1863
357 80 5261
543 646 8007
384 381 7799
21 153 1023
875 103 6506
484 884 9708
590 901 857
172 558 7541
848 95 6884
137 481 3896
447 440 3353
760 433 3292
179 101 5844
775 493 634
398 125 -5888
420 606 5462
349 706 -5803
591 661 6795
588 22 2990
152 657 -4107
49 183 4684
188 364 767
945 865 5967
355 648 3776
649 651 3456
925 610 2917
401 819 6993
868 493 -5400
783 292 9382
15 468 4852
468 322 -7030
602 916 3843
719 690 7031
876 798 6451
459 552 1463
949 688 771
548 339 717
522 918 4502
136 663 7705
703 241 -8391
950 781 7494
392 22 2954
129 184 8644
628 67 5782
691 47 7736
273 265 3280
400 552 4489
806 829 8748
901 534 9769
299 805 7530
379 443 5884
44 179 8634
509 864 7036
731 56 -4719
453 985 5026
162 815 571
897 744 590
255 225 1405
85 44 5640
41 422 7203
523 748 5305
138 274 662
584 420 4185
123 38 8324
187 851 594
770 751 1675
657 862 7608
631 845 1760
96 5 4844
657 743 -8402
156 767 9458
369 575 9601
237 144 2162
709 557 8621
306 752 8534
239 781 5456
915 402 5960
826 349 2404
148 374 2261
115 57 7499
477 478 1428
194 23 9386
597 278 4045
227 794 479
832 369 2768
279 980 3548
203 506 814
644 532 3619
287 513 4776
169 350 7793
716 379 3967
378 918 -2811
512 132 4824
1 728 4665
722 679 1514
151 775 441
319 54 9203
481 603 2099
432 292 816
190 51 2409
326 124 9055
914 37 5239
771 554 6978
945 182 780
219 254 1199
493 321 1428
863 557 1354
301 186 1634
577 283 5263
857 39 734
124 285 5936
535 871 2800
378 44 9647
598 713 7084
623 542 -138
164 345 1067
551 970 5554
129 943 601
508 920 508
674 506 3001
210 143 2196
562 203 4961
283 841 -2621
190 619 -9859
244 961 7746
123 741 461
545 438 3016
478 119 5203
315 46 -3282
44 13 7292
620 615 3562
829 533 7211
964 510 8165
2 722 9118
741 14 298
375 201 -3903
109 539 5390
696 809 2397
11 368 4532
689 340 4867
257 580 -1602
295 149 8407
116 895 2124
823 707 3160
650 862 -3850
588 84 5240
367 375 7339
14 566 4432
923 387 5021
203 436 9672
162 785 2275
713 805 2831
354 206 3551
25 152 7614
626 714 8127
355 486 9439
890 355 7238
740 506 5044
158 151 2913
859 683 4405
402 612 -725
200 216 2785
373 377 -8782
190 438 147
717 955 7841
549 455 1413
547 700 1045
698 882 2049
572 782 7865
399 855 7021
595 153 -2767
13 381 2593
338 415 9599
63 268 4125
235 104 6186
601 850 1520
962 64 9799
65 392 5692
343 133 2032
619 850 9057
456 53 595
427 321 2593
158 513 7606
770 739 3964
526 944 3131
802 179 8902
850 605 9410
737 83 6217
3 713 -3512
264 620 8025
122 976 7571
744 342 4135
260 748 567
443 885 5628
676 943 8996
701 519 -2310
873 359 5547
183 391 7971
388 962 -7325
177 703 7998
562 439 9336
325 706 8597
185 450 -652
792 87 -9124
744 154 5472
45 307 9788
139 902 2699
607 431 742
614 221 7125
502 669 6589
327 71 8642
80 25 9806
548 955 9582
292 336 5824
465 161 5820
254 39 8962
782 761 2657
929 465 1236
654 504 7212
867 324 6892
665 152 1914
472 326 6052
592 995 2966
412 581 4142
524 863 4702
410 969 1415
329 131 5966
334 309 2751
111 754 -6405
907 32 5022
449 406 5082
58 792 8708
829 460 5618
245 700 3595
261 943 3050
800 810 528
746 468 7588
121 301 4311
436 639 741
616 194 7393
176 14 7664
397 420 6967
811 900 9781
848 965 636
755 497 -4199
597 97 7704
528 211 823
392 213 1748
273 512 3975
965 514 9751
894 946 5293
980 960 3103
530 896 4934
842 101 3814
654 740 2890
555 571 8409
292 928 5327
323 311 1788
838 648 9629
66 813 8292
878 113 9941
853 493 7427
671 608 3710
171 443 6050
424 326 881
839 76 3344
953 781 3809
200 885 216
498 194 1385
271 898 6417
743 904 4980
575 31 9260
333 572 2583
757 808 789
797 609 6457
778 818 6822
998 981 1707
666 881 6569
786 929 5030
103 44 5441
832 55 3896
556 320 996
841 50 3994
951 769 9572
558 421 -4070
26 414 -2596
806 138 -2396
0 96 1606
994 642 8429
457 393 9410
635 132 3432
943 60 9139
436 570 5954
618 648 631
66 990 3472
219 275 7436
733 486 1198
801 555 5908
150 414 687
959 735 1724
523 520 9653
648 313 6233
789 92 7177
223 948 2424
660 404 5469
751 546 2338
272 924 4883
498 864 -4429
72 854 -6844
464 38 9333
24 454 7661
71 549 1004
209 924 5773
427 904 3178
557 246 5369
307 581 3920
38 695 9829
254 463 9748
652 655 2216
74 679 4071
989 592 3731
553 217 9032
828 50 827
497 428 -5319
704 359 -8475
757 695 9213
928 993 3779
986 15 9416
675 867 3531
809 210 1302
451 709 1764
589 175 5612
204 540 5299
39 392 5819
827 124 5214
182 750 3885
799 310 6852
305 420 3628
0 423 1150
149 356 9672
606 260 3777
747 234 9852
444 648 5772
39 210 1830
213 974 1194
978 742 7778
173 341 9097
619 778 6794
987 688 9480
143 922 9338
758 663 9593
604 699 112
334 725 9062
871 629 7744
667 277 2913
418 71 9966
569 475 7445
869 31 4983
514 535 807
100 177 2445
454 258 4218
53 404 4839
873 52 7092
626 530 7171
857 29 7259
716 840 1864
241 736 174
434 55 6746
686 147 1066
693 633 8732
745 185 2805
872 731 4566
25 365 3846
847 938 4887
826 132 4078
171 815 1649
606 466 5935
429 256 444
607 835 8548
968 401 1215
690 371 8357
362 346 -4425
395 964 6103
313 759 9389
445 491 1378
587 179 8273
178 522 717
259 372 -8255
574 330 6437
154 833 5111
328 140 -5159
518 965 1486
447 312 -7498
340 198 1526
664 145 8227
798 136 8081
396 347 3535
136 951 5445
253 885 5599
577 225 8588
467 784 5453
560 92 1869
341 297 8287
327 796 4359
24 465 5748
383 766 7321
356 2 4404
87 323 2419
926 593 6820
419 570 9888
89 48 -1356
371 837 8079
653 874 9151
889 776 583
167 569 234
682 295 3999
771 414 48
610 612 8964
737 918 9467
507 702 8620
881 221 2562
195 446 2017
903 531 9961
285 936 7273
72 189 1107
514 604 8577
990 316 423
4 150 1037
895 705 9510
321 821 613
185 530 1955
160 708 8095
797 417 5912
134 240 4876
415 525 -4032
755 752 6917
66 561 2555
216 963 8990
278 81 531
441 739 1665
367 572 2404
527 329 2593
946 668 3043
796 869 1843
10 575 4180
390 531 7233
841 482 63
555 421 314
912 269 7930
286 854 4999
248 137 4495
476 498 3909
163 397 2990
560 520 1539
135 22 6068
5 103 6049
870 988 1810
966 757 8183
706 453 4522
472 232 6792
653 302 8346
255 390 9865
568 681 5515
51 978 8864
753 515 9921
290 747 6682
799 482 6279
938 38 8277
28 281 4841
845 599 1647
9 308 1146
40 804 7608
642 448 -3443
150 20 7923
550 423 4267
840 479 222
240 659 2814
283 781 88
302 645 5714
261 222 3177
770 407 4470
805 438 4453
647 26 5082
240 261 6244
621 299 2474
774 16 4518
393 245 -8853
188 415 5924
581 281 1531
381 151 3207
670 36 5960
962 939 6698
772 919 4345
932 468 -4470
935 693 1074
579 29 9808
985 364 8969
455 553 5118
200 135 618
136 52 3916
965 580 7940
106 816 6790
347 921 481
432 211 9602
170 793 1710
920 340 7338
285 567 4458
463 660 4698
913 939 5505
834 201 6182
229 480 5354
533 367 3275
950 188 -8984
676 389 9716
678 446 4440
995 787 2512
552 364 7550
439 585 373
664 559 9676
242 187 5610
794 282 9834
508 255 2246
101 426 6566
489 153 1899
492 123 -1363
610 86 1893
142 111 2215
748 137 189
811 845 -1351
559 572 5212
852 703 663
153 464 5129
70 872 2824
973 36 5810
477 743 2438
614 603 -7676
353 917 -8840
828 374 2345
907 899 5570
653 751 5330
7 413 9412
195 227 4643
312 184 3229
480 619 1751
5 235 854
557 914 6420
913 65 5250
695 217 9256
160 370 4213
937 166 6346
706 116 8638
438 492 838
533 818 6953
243 933 801
443 9 9674
126 470 4710
596 852 8586
23 309 3604
884 571 -5026
842 610 -2996
961 127 9712
765 624 6511
102 797 3625
330 683 -1220
738 737 988
756 173 1093
681 697 -2642
543 146 7951
479 64 7222
957 831 7856
446 292 9260
589 884 -220
837 483 4304
528 64 128
650 806 9470
426 913 3736
720 315 -9313
492 886 4575
102 344 270
618 992 5926
296 224 6747
536 613 3051
37 381 4067
637 255 2672
86 340 521
979 399 1369
711 612 6482
333 577 9900
76 469 8935
540 973 -3389
510 694 2286
954 936 5959
84 813 7069
564 986 4810
843 881 7126
305 408 7575
859 741 -1797
293 133 6405
439 765 2694
769 76 3416
751 849 215
1 331 2058
903 538 1443
830 492 6157
403 824 6750
869 414 967
763 113 4271
94 890 8888
138 588 937
349 657 3545
773 380 2339
35 995 8570
728 234 7441
266 320 5084
868 905 1263
23 899 6439
648 349 2782
715 579 1150
243 641 4430
99 288 4349
665 716 1309
506 559 3112
504 507 1083
592 411 850
180 964 4725
237 135 8875
673 930 4195
416 77 4152
231 581 1089
378 463 7199
213 806 5856
973 812 8873
733 414 3999
315 274 9037
728 743 9186
568 54 7029
626 891 5867
252 158 1939
576 566 7090
961 768 4903
730 472 5125
592 950 7324
772 560 1820
864 601 979
59 610 2837
27 883 3299
34 994 3936
110 621 4315
493 791 7351
749 97 9037
884 599 8194
802 555 8878
242 688 -8330
922 522 3728
622 538 7219
682 44 9478
460 14 -1084
901 991 5095
998 803 4510
648 633 8164
978 400 4970
420 3 6947
458 170 -7427
166 197 8138
712 273 4730
908 400 7499
732 225 3102
532 143 -779
211 859 8689
526 92 4635
646 922 2943
696 978 8990
853 62 1396
261 928 5007
418 309 6634
615 147 -7936
194 907 -6791
448 70 8182
923 705 9562
661 388 9237
576 268 4673
141 83 9346
561 383 4026
986 74 2954
494 161 1292
930 460 7126
849 128 8633
277 871 6836
565 702 6982
250 464 6683
861 298 3478
284 766 9885
674 904 4517
114 587 4643
393 517 4216
816 474 3062
933 760 6250
476 450 2527
225 391 1196
767 373 6954
641 47 6891
501 121 1876
146 242 7552
1 434 -4362
591 138 7375
351 141 9180
278 624 7468
608 497 -2606
956 541 -5473
303 456 7749
998 984 7159
960 963 1411
942 307 6531
77 96 6522
892 80 1341
942 369 2808
511 527 962
10 421 3136
536 563 1218
282 482 9709
500 386 2594
291 658 4362
458 965 6099
527 105 9549
848 293 5307
401 749 4310
494 520 4227
358 320 5749
484 916 5219
383 87 6741
763 502 1430
281 212 1021
361 90 4061
437 209 7719
345 23 7953
58 197 -5674
820 293 818
900 655 2857
721 809 5637
147 916 750
324 839 9780
95 339 4001
449 290 1694
768 334 8536
793 276 8334
800 440 8081
293 112 5679
391 268 2442
662 986 5943
5 911 1044
132 301 4184
509 879 94
995 117 6034
547 490 4186
27 667 9121
332 272 4643
247 468 2688
739 908 9258
643 171 5191
330 769 8497
151 608 9062
337 32 8582
850 109 -8607
470 416 8263
180 796 5207
810 797 1109
568 633 3026
971 147 3706
977 127 2694
760 763 6103
624 321 9615
963 747 2012
815 204 3993
658 902 6721
752 864 9328
569 311 2501
28 844 6472
487 621 1981
186 15 -5668
427 16 3507
843 929 1225
552 362 9275
864 741 422
201 542 5345
491 821 3015
81 572 6027
361 992 1482
381 215 -317
462 416 2895
359 864 6908
754 635 -6326
545 662 9399
993 905 5183
9 195 3891
264 640 9549
975 619 8621
224 0 -8947
991 376 1779
377 382 2715
469 191 5974
644 795 2396
808 765 4564
80 369 -383
93 617 607
597 167 6035
934 643 5587
701 530 6840
515 762 -20
249 750 9858
203 374 8335
515 441 8791
367 578 8418
587 303 3750
613 247 7903
429 947 -1173
267 135 4321
423 873 7493
547 863 5642
609 153 9303
175 511 3969
217 541 8120
475 414 703
943 696 1435
697 180 3883
271 392 8921
357 6 6810
120 721 2185
898 46 2115
301 321 978
216 454 7175
777 698 6872
833 41 6878
788 877 4326
528 592 248
125 879 7790
711 198 838
723 96 7897
519 942 2848
517 798 7883
197 320 2974
724 706 1673
52 839 5181
548 587 4750
669 722 3653
883 384 8773
671 236 4700
259 45 4948
662 485 889
470 177 -3727
705 788 5826
125 467 4294
909 901 2592
679 612 4908
90 310 6119
207 275 8680
667 373 7456
834 313 3988
98 458 3020
486 477 -1010
523 472 -6770
773 276 2755
910 753 5710
130 15 5135
311 544 5189
627 365 267
50 944 588
32 741 9401
787 924 9667
345 430 999
68 412 8246
481 143 2992
814 527 -6742
409 648 4673
582 821 4318
804 376 6697
779 617 -5205
821 717 7610
306 761 1287
509 746 6747
467 278 5310
994 852 1584
105 309 6042
495 789 2560
529 561 2719
890 491 1009
715 382 2029
731 341 -6796
958 22 9802
685 219 7657
825 672 5442
26 333 -8929
409 721 1922
735 349 8940
895 418 1257
570 866 6003
628 887 452
578 166 9725
666 173 9892
779 317 7730
46 618 4820
445 674 2282
468 81 4925
140 570 5471
888 515 -2648
697 987 931
579 601 5644
363 629 2364
891 453 591
742 73 3866
181 460 9880
513 395 6010
985 1 7522
748 101 7939
380 128 7856
617 891 9086
863 789 8602
483 660 4040
838 655 7250
48 189 8017
858 578 8735
153 821 793
870 115 7549
312 291 2942
525 516 1458
82 888 700
714 577 3453
914 271 7858
88 25 6957
981 385 8711
225 749 8095
386 130 -5670
729 675 665
471 188 748
689 899 5
542 918 1570
38 248 1296
234 26 -3880
289 248 5054
119 873 3454
280 437 850
429 928 6727
734 407 1965
77 103 9115
829 930 9740
94 134 2164
851 797 5037
109 147 5538
156 410 3412
972 930 3372
71 424 3578
984 806 1792
270 951 1068
972 1 5462
57 28 536
356 694 1316
708 949 1518
18 777 1152
827 464 7277
636 530 9512
939 99 8220
908 542 6116
550 672 8164
997 420 1489
880 206 7369
376 351 4550
346 438 2914
18 178 1290
372 364 4448
693 895 6609
419 709 -7938
399 331 6826
192 12 6567
220 775 6765
947 843 2919
285 39 646
585 915 5919
164 250 2241
504 800 9091
36 102 4284
723 756 5753
475 622 1139
777 583 1537
224 26 6776
600 272 4585
849 461 3020
421 613 4283
639 422 637
320 865 -8354
308 613 4552
8 292 2650
669 352 -8152
708 529 1459
608 650 1654
160 554 -6927
566 524 3487
463 412 3545
162 615 9485
976 563 4403
214 371 952
623 631 1379
764 460 513
808 284 -9368
96 191 7659
81 860 5654
297 925 7526
494 404 1014
380 832 7827
354 318 6022
668 350 39
975 283 7970
671 152 1949
472 623 3842
855 765 2113
496 184 2456
335 110 3282
726 693 2754
683 973 1718
233 353 1266
854 55 5009
69 138 1582
236 110 3351
406 468 3443
92 860 6585
83 333 6939
412 10 974
205 664 9204
599 724 1888
603 870 5602
414 485 9272
444 32 9359
108 367 598
817 428 6931
691 847 -876
587 8 5509
450 672 -4384
611 250 8350
481 550 4692
786 10 9139
155 479 3288
755 635 3373
757 979 5812
746 453 3055
433 579 7525
504 835 9380
621 450 9426
95 457 6393
522 254 3586
573 441 -4233
750 826 8212
743 115 -3440
397 740 8176
931 78 1189
274 127 6843
917 765 9807
230 710 6345
813 832 7079
609 152 -2623
549 344 6879
10 28 7546
990 918 9187
20 459 1744
630 22 454
992 841 859
830 334 7692
460 198 5728
382 28 4979
684 70 1821
305 251 4778
906 966 6024
710 622 75
352 737 2838
537 734 4053
296 359 7620
298 861 7710
487 965 -6686
326 17 4379
9 602 5470
435 797 8431
275 99 7599
83 610 7403
872 184 308
29 603 2043
563 619 2607
549 887 6013
541 542 7631
379 901 4657
45 304 2008
681 696 4995
86 942 1438
212 270 4895
276 553 7111
977 320 9613
55 829 3436
822 848 6728
948 476 -4948
992 787 1773
625 275 1791
250 17 4194
879 512 3271
924 892 6036
51 934 2472
355 416 8111
921 289 8213
55 666 3473
544 719 2923
913 786 6174
60 650 6647
629 144 2224
870 184 3117
788 649 9493
737 441 -8475
441 769 2195
443 201 5999
235 469 7854
955 0 -8208
265 447 5051
56 535 2187
76 959 1839
346 840 7742
984 156 1140
486 700 7894
615 302 3392
631 961 8871
424 821 3380
265 637 3773
26 182 1404
268 762 -2691
874 418 8963
751 820 2146
482 386 6490
720 231 9612
726 268 9291
406 811 7115
307 489 18
150 377 8462
901 783 9994
710 382 3096
454 24 1501
945 41 8448
263 447 7122
959 807 8271
942 376 3440
625 544 6565
389 662 5804
617 487 1504
474 267 68
241 627 112
363 826 392
451 345 -3856
605 371 6814
405 738 2036
787 245 2231
126 440 9603
815 914 9623
174 975 6391
172 257 1870
887 942 1533
482 544 5022
266 82 9882
983 132 4213
421 276 7162
534 553 9172
12 448 6443
706 491 5427
530 907 9064
46 754 1703
461 682 -160
812 269 2105
699 175 6817
408 321 -5367
276 700 1398
300 142 3916
485 179 2529
297 294 4566
170 674 3761
133 603 6257
36 901 9712
488 962 7300
405 122 6201
462 50 9738
789 481 9913
234 498 246
50 223 8637
490 964 8092
341 507 9014
959 188 4822
883 678 -7799
465 272 886
739 99 6789
8 623 550
41 966 9846
222 598 1502
899 558 2728
655 50 3957
70 314 7574
225 573 9492
700 886 7904
981 158 7937
909 859 -6049
187 882 2705
594 524 2293
321 437 5477
318 195 380
636 383 2483
632 244 4205
794 263 -5605
284 20 -6196
809 505 7771
373 18 8961
33 391 3158
890 675 3198
882 506 604
567 765 120
652 581 1641
196 516 8354
640 355 8651
778 314 5191
490 541 5330
516 233 5238
483 611 8596
238 260 9984
193 137 7992
147 571 2649
557 857 8445
228 965 2682
109 494 9852
642 676 8568
972 202 7575
663 144 4386
764 60 9381
466 602 8366
99 746 6642
292 532 521
90 427 7401
106 442 7745
837 385 2106
505 175 9382
156 505 7392
718 38 4638
452 769 6397
357 218 4082
132 264 6164
316 391 -7274
318 899 534
231 707 7221
479 427 7191
643 841 8155
956 149 8739
64 867 9054
879 945 5584
105 989 1166
766 893 9948
718 49 831
314 912 1531
658 159 5593
889 186 -6182
448 687 5394
196 256 9546
761 776 1368
189 659 1085
787 717 3035
145 338 3464
694 273 1658
728 242 8209
847 132 -5444
651 361 -9872
438 551 754
639 174 59
451 805 -9726
351 633 5583
242 371 90
983 33 1575
534 573 9923
215 932 8508
325 305 7820
593 679 8508
43 880 1167
968 402 7818
499 202 289
947 676 5172
809 347 6016
290 286 1517
940 234 2069
223 583 193
493 42 4413
111 159 7824
387 514 5694
67 35 1238
782 712 7193
781 903 7787
382 145 -3448
609 156 2387
85 685 9844
336 828 954
318 652 3761
941 835 5563
171 467 2700
52 5 4730
670 784 8858
206 960 2131
328 527 9464
784 520 5437
944 147 4535
385 378 8295
238 970 1091
661 723 4275
437 983 6220
855 817 8965
74 373 5412
917 281 5363
798 97 8881
116 663 4007
300 313 4899
758 138 9551
390 480 3512
567 610 1408
776 150 -8436
686 477 1280
131 154 4618
967 366 6667
350 289 6451
272 318 -6874
663 239 940
486 166 4344
687 319 1821
603 891 7516
865 64 -4920
459 903 7383
166 196 3342
944 613 8599
31 255 5589
435 367 7815
893 242 8994
433 22 4196
852 674 6062
561 273 8303
94 610 8760
92 816 2710
730 964 4924
229 429 6264
222 797 294
570 910 7081
323 216 7578
446 668 352
394 972 3677
924 859 67
790 324 -6428
207 540 8129
428 939 3380
805 322 -4323
566 180 9649
250 546 2515
999 805 4579
127 908 6885
688 253 4860
404 550 6147
122 383 2783
785 933 6724
595 800 1959
511 746 6603
893 312 9975
370 317 2102
199 858 -897
269 533 2190
962 53 5472
294 326 3638
32 771 2535
330 326 6518
248 318 190
667 674 8924
638 889 -6260
163 30 -3953
896 703 -4349
673 124 4454
39 2 6451
362 907 6681
607 942 1666
454 105 9726
221 716 8400
207 93 4424
157 820 7609
490 140 9525
319 226 4379
812 345 6860
816 843 1837
235 814 -3794
400 809 7534
257 689 -98
562 404 6550
782 771 7039
915 823 9166
856 939 1475
991 31 5440
473 369 7151
649 467 5285
19 145 5078
212 980 6067
473 692 -3164
198 667 -9174
783 708 5518
491 455 4947
469 207 3895
843 282 156
64 527 3995
208 9 3837
340 661 7966
147 721 8116
578 980 8615
943 722 9661
935 861 259
799 484 6452
513 55 -4074
967 291 2123
535 45 8712
389 874 1630
888 968 4648
283 203 1040
866 206 -8042
368 196 7662
102 736 6187
692 470 9118
635 728 -3628
912 688 4705
317 183 9801
365 248 7557
906 325 362
89 353 6795
309 67 4406
115 332 2601
608 582 474
89 481 -4668
627 912 1797
